,Price,PrivPer,F,G,H,J,K,Age,Mileage,Dispacement,Diesel,LPG,Doors5,FirstOwner,ServDealership,ABS,ElecWin,PowSteer,ParkingSens,MultiSteer,AAWheels,CruContr,OnBoardComp,Native
3221,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,188585.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3223,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,180000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3224,12600.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,265000.0,1910.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,19900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,132000.0,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3226,15800.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,143000.0,1700.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3227,38099.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,116429.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3230,14999.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,179000.0,1300.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3231,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,96750.0,1364.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3232,8500.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,59000.0,1200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3234,35900.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,218000.0,2000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3235,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,206000.0,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,16400.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,182000.0,1998.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3238,14900.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,161000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3239,14900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,154000.0,2000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
3240,7500.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,71000.0,1389.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3241,51900.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,52340.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3242,6200.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,210400.0,1600.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3243,19900.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,169000.0,1400.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3244,13900.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,186000.0,1910.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3245,1699.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,252122.0,1389.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,17900.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,232500.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3247,10900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,200000.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3248,14300.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,202000.0,1796.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3249,7900.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,140000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3251,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,230000.0,1248.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3253,13499.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,227345.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3254,34400.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,122751.0,1400.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3256,14800.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,198000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3257,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,260200.0,1900.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3258,16900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,234000.0,1910.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3260,19900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,132000.0,1800.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3261,17800.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,169000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3263,12300.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,226000.0,1300.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3264,4000.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,271000.0,1686.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,16800.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,182741.0,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3267,13900.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,140000.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3268,2500.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,258000.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3269,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,220000.0,1900.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3271,9500.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,164897.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3272,47900.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,22000.0,1364.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3273,17900.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,215000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,33800.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,98800.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3275,15500.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,192000.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3277,3600.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,223507.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3278,40959.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,67087.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3279,16700.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,109000.0,1800.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3282,13000.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,230000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3283,12700.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,213000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3284,8900.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,280000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3285,15200.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,236400.0,1910.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3286,20900.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,177000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3287,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,240000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3288,4800.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,229000.0,1600.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3289,8200.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,210500.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3290,3700.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,247000.0,1686.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,16900.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,199999.0,1600.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3292,56700.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,66000.0,1956.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3293,46900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,81050.0,1364.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3294,25900.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,94500.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3295,14200.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,181000.0,1300.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3296,5900.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,233000.0,1598.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3298,4600.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,289444.0,1995.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3300,43200.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,81700.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3301,3600.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,165000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3303,16900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,188250.0,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3304,14900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,148000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3305,10900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,179000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3306,5900.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,224000.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3307,29999.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,175157.0,1956.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3308,28500.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,151000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3309,74900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4500.0,1398.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3310,8900.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,215000.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3311,10000.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,117000.0,1364.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3312,2900.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,120000.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3313,2400.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,314200.0,1700.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3314,25300.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,44000.0,1300.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3315,7900.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,211000.0,2200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3316,10400.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,245000.0,1900.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3317,23900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,189000.0,1686.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3319,5700.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,250000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3320,19800.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,224000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3321,14900.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,208000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3324,10400.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,215000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3325,5400.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,282346.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3326,64900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,29811.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3327,32200.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,154000.0,1686.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3329,11200.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,209000.0,1364.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3330,19900.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,138000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3331,23900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,195000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3332,31000.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,171000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3333,28286.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,189000.0,1700.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3334,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,130000.0,1300.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3335,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,250000.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
3336,38400.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,122700.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3337,26400.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,212000.0,1956.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3338,18900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,173000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3339,57000.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,30000.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3340,36486.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,94000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3341,28900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,143000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3342,30900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,174926.0,1362.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3343,58900.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11100.0,1364.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3345,26500.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,37000.0,1600.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3346,39990.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,80220.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3347,13900.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,156000.0,1300.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3348,31500.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,51000.0,1400.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3350,4800.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,220000.0,2000.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3351,12600.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,195000.0,1900.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3352,53700.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,29000.0,1399.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3353,33900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,98569.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3354,44307.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15809.0,1362.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3355,28500.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,235000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3356,20799.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,116800.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3357,5700.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,214000.0,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3358,27900.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,159000.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3359,13800.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,184000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3360,59900.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11428.0,1364.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3362,15555.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,115818.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3363,15900.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,272000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3364,16000.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,162201.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3365,3900.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,217000.0,1700.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3366,27900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,163000.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3367,74500.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6000.0,1400.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3368,33900.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,170000.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3369,9400.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,247000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,29900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,105000.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3371,11900.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,293600.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,245148.0,2000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3373,65900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,36300.0,1399.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3375,35900.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,125000.0,2000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3376,25000.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,161000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3377,21500.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,240000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3378,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,162000.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3379,7800.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,185000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3380,51900.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,40130.0,1399.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3381,6900.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,202269.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3383,31900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,128605.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
