,Price,PrivPer,F,G,H,J,K,Age,Mileage,Dispacement,Diesel,LPG,Doors5,FirstOwner,ServDealership,ABS,ElecWin,PowSteer,ParkingSens,MultiSteer,AAWheels,CruContr,OnBoardComp,Native
1777,37900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,111480.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1778,32500.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,124123.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1779,29700.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,132267.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1780,13500.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,196000.0,1598.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1781,58800.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,21907.0,1399.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1782,12600.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,221000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1783,14500.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,149000.0,1900.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1784,33300.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,92900.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1786,57900.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13000.0,1364.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1787,16500.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,217000.0,1686.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1788,40800.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,129000.0,2000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1789,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,160000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1790,26900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,167000.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1791,27900.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,167000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1792,28700.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,147000.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1793,18900.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,204000.0,1700.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1794,15900.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,165500.0,1364.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1795,23900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,240000.0,1700.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1796,3500.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,201000.0,1598.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1798,13999.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,138000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1799,14500.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,84000.0,1600.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1800,29999.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,163000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1801,34999.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,141759.0,1700.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1802,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,125000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1803,12999.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,148017.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1804,58500.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,22303.0,1399.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1805,25900.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,203007.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1806,23900.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,161646.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1807,14900.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,170000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1808,8900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,234000.0,1700.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1809,19000.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,89600.0,1800.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1810,11500.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,131000.0,1400.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,15900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,178000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1812,12900.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,185000.0,1686.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1813,23999.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,150000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1815,6800.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,124000.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1816,30900.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,156000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1817,61900.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8192.0,1364.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1818,3500.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,298200.0,1998.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,13400.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,152000.0,1799.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1821,56900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20500.0,1399.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1822,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,209000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1823,12999.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,189101.0,1910.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1824,8500.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,171000.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,4100.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,403000.0,1698.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1826,10900.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,197900.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1827,23600.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,188000.0,1998.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1828,72900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,37611.0,1598.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1829,16500.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,134000.0,1364.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1830,33000.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,174458.0,1956.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1831,10500.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,176000.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1833,41200.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,47200.0,1380.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1834,62900.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,22045.0,1399.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1835,14900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,140000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1837,36900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,126000.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1838,1499.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,260000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,42900.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,51200.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1840,6299.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,155000.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1841,18890.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,210000.0,1900.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1843,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,218000.0,2000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1845,18000.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,175000.0,1400.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1846,13900.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,193000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1847,22900.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,178000.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1849,19000.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,170000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1850,13300.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,168000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1853,31900.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,80000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1854,26500.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,141000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1855,28047.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,109418.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1856,17000.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,188000.0,1600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1858,18600.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,142000.0,1700.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1859,9900.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,219219.0,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1865,9850.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,185000.0,1600.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1866,18500.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,182000.0,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1867,13500.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,158724.0,1796.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1868,48900.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,90240.0,1364.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1869,8900.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,237000.0,1686.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1870,13400.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,156000.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1873,6400.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,236000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1874,25800.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,187000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1875,23500.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,79000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1876,38900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,86202.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1877,42900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,140000.0,1364.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1878,4950.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,262000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1879,59900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7000.0,1399.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1881,37900.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,158000.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1882,20900.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,157000.0,1800.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1883,40900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,87495.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1885,14900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,201580.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1886,5500.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,395000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1887,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,179700.0,1388.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1888,4999.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,193000.0,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1889,31000.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,113395.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1890,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,217521.0,1686.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1891,12500.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,199000.0,1300.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1892,9500.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,250000.0,1683.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1893,24900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,169000.0,2000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1894,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,179128.0,1598.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1895,14500.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,220000.0,1990.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1896,18800.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,167000.0,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1897,17700.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,188000.0,1900.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1898,39800.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,179000.0,1364.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1899,3000.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,129500.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1900,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,215000.0,1800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1902,18400.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,210000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1903,57900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28600.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1905,19900.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,167000.0,1400.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1906,16700.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,235700.0,1900.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1907,2500.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,216000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1908,31900.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,142591.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1909,35700.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,139776.0,1569.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1912,27750.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,161000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1913,34900.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,165000.0,1400.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1916,40570.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,91280.0,1956.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,12650.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,165400.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1918,26900.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,192000.0,1956.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1919,13500.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,178000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1921,40900.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,57936.0,1598.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1923,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,186000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1924,30490.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,137000.0,1956.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1925,17600.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,200000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1927,9900.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,144000.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1928,12900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,207000.0,1364.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1929,59900.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,28000.0,1400.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1930,11900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,214000.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1931,13990.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,136020.0,1798.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1932,21900.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,126457.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1934,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,245000.0,1600.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1935,6800.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,166000.0,1600.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1936,28900.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,171700.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1937,11800.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,193000.0,1910.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1938,11000.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,200300.0,1925.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1939,6300.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,167000.0,1400.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1941,42900.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,132755.0,1598.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1942,17900.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,230000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1943,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,205000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1944,4700.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,214000.0,1400.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
